TITLE = "Ground Truth: no error"
VARIABLES="X" "Y" "DuDt" "DvDt" "PReal"
ZONE I=201, J=201
0.0 0.0 -0.0 -0.0 -0.5
0.0 0.005 -0.0 -0.19726222814294475 -0.49950668212389254
0.0 0.01 -0.0 -0.3937459524184999 -0.49802867539578527
0.0 0.015 -0.0 -0.5886757413582709 -0.49557181283279805
0.0 0.02 -0.0 -0.7812822961664994 -0.49214579054870256
0.0 0.025 -0.0 -0.9708054867908461 -0.4877641294877923
0.0 0.03 -0.0 -1.1564973518083357 -0.4824441220638944
0.0 0.035 -0.0 -1.3376250502872815 -0.47620676391511474
0.0 0.04 -0.0 -1.5134737539755407 -0.4690766710436491
0.0 0.045 -0.0 -1.683349468400955 -0.46108198266767186
0.0 0.05 -0.0 -1.8465817717503836 -0.45225425016870135
0.0 0.055 -0.0 -2.0025264607182236 -0.4426283125727154
0.0 0.06 -0.0 -2.1505680928824593 -0.43224215905643715
0.0 0.065 -0.0 -2.290122415574653 -0.4211367790214152
0.0 0.07 -0.0 -2.420638671658228 -0.40935600032758757
0.0 0.075 -0.0 -2.541601773115195 -0.3969463163247473
0.0 0.08 -0.0 -2.6525343338631693 -0.3839567023645378
0.0 0.085 -0.0 -2.7529985537800754 -0.3704384225171218
0.0 0.09 -0.0 -2.8425979465011597 -0.35644482725532267
0.0 0.095 -0.0 -2.920978904169482 -0.3420311429046898
0.0 0.1 -0.0 -2.987832092964527 -0.327254253690429
0.0 0.105 -0.0 -3.0428936739014363 -0.31217247724136166
0.0 0.11 -0.0 -3.085946344082907 -0.29684533443689387
0.0 0.115 -0.0 -3.116820194294421 -0.2813333145053065
0.0 0.12 -0.0 -3.1353933795582702 -0.2656976363004138
0.0 0.125 -0.0 -3.141592599999999 -0.25000000669872413
0.0 0.13 -0.0 -3.1353933901295123 -0.23430237707059764
0.0 0.135 -0.0 -3.1168202153951854 -0.21866669878649883
0.0 0.14 -0.0 -3.085946375629918 -0.20315467872324872
0.0 0.145 -0.0 -3.042893715770193 -0.1878275357351812
0.0 0.15 -0.0 -2.987832144989792 -0.17274575905130152
0.0 0.155 -0.0 -2.9209789661459356 -0.15796886955194264
0.0 0.16 -0.0 -2.8425980181842094 -0.143555184867051
0.0 0.165 -0.0 -2.7529986348868203 -0.1295615892231517
0.0 0.17 -0.0 -2.6525344240735187 -0.11604330894730192
0.0 0.17500000000000002 -0.0 -2.54160187207313 -0.10305369451401614
0.0 0.18 -0.0 -2.420638778973207 -0.09064400999532382
0.0 0.185 -0.0 -2.2901225308231523 -0.0788632307449044
0.0 0.19 -0.0 -2.150568215609646 -0.06775785011474747
0.0 0.195 -0.0 -2.002526590439749 -0.05737169596713973
0.0 0.2 -0.0 -1.846581907954296 -0.0477457577061213
0.0 0.20500000000000002 -0.0 -1.68334961054972 -0.03891802451104004
0.0 0.21 -0.0 -1.513473901508164 -0.03092333541062109
0.0 0.215 -0.0 -1.337625202621518 -0.02379324178924158
0.0 0.22 -0.0 -1.1564975083429905 -0.0175558828680355
0.0 0.225 -0.0 -0.9708056469081493 -0.012235874652247153
0.0 0.23 -0.0 -0.7812824592345415 -0.007854212783107606
0.0 0.23500000000000001 -0.0 -0.5886759067334969 -0.004428189677633726
0.0 0.24 -0.0 -0.39374611944824917 -0.0019713262833605527
0.0 0.245 -0.0 -0.19726239616802735 -0.0004933187173405407
0.0 0.25 -0.0 -1.6835729765858238e-07 -3.608224830031759e-16
0.0 0.255 -0.0 0.19726206011786135 -0.0004933170348750959
0.0 0.26 -0.0 0.39374578538874894 -0.001971322925069602
0.0 0.265 -0.0 0.588675575983044 -0.004428184656770889
0.0 0.27 -0.0 0.7812821330984554 -0.00785420611948795
0.0 0.275 -0.0 0.97080532667354 -0.012235866372168919
0.0 0.28 -0.0 1.1564971952736776 -0.01755587300417638
0.0 0.28500000000000003 -0.0 1.337624897953042 -0.023793230380529662
0.0 0.29 -0.0 1.5134736064429122 -0.030923322502081352
0.0 0.295 -0.0 1.6833493262521826 -0.038918010153616706
0.0 0.3 -0.0 1.8465816355464642 -0.04774574195647649
0.0 0.305 -0.0 2.002526330996692 -0.05737167888743008
0.0 0.31 -0.0 2.1505679701552665 -0.06775783177237879
0.0 0.315 -0.0 2.2901223003261473 -0.07886321121226567
0.0 0.32 -0.0 2.420638564343243 -0.09064398934950152
0.0 0.325 -0.0 2.5416016741572527 -0.1030536728364897
0.0 0.33 -0.0 2.6525342436528123 -0.11604328632362282
0.0 0.335 -0.0 2.7529984726733217 -0.12956156574260505
0.0 0.34 -0.0 2.8425978748181024 -0.143555160622304
0.0 0.34500000000000003 -0.0 2.92097884219302 -0.15796884463867822
0.0 0.35000000000000003 -0.0 2.9878320409392534 -0.1727457335678407
0.0 0.355 -0.0 3.042893632032671 -0.18782750978209561
0.0 0.36 -0.0 3.085946312535887 -0.2031546524029636
0.0 0.365 -0.0 3.116820173193648 -0.21866667220288805
0.0 0.37 -0.0 3.1353933689870193 -0.23430235032857472
0.0 0.375 -0.0 3.14159259999999 -0.24999997990382766
0.0 0.38 -0.0 3.1353934007007456 -0.26569760955839083
0.0 0.385 -0.0 3.1168202364959403 -0.2813332879216957
